Invoice Number,Invoice Date,Order ID,Reference Number,Customer Name,Place of Supply,Invoice Status,Payment Mode,Total,Currency
INV/2026/4376,25/08/2026,order_04kF8BV8TMJ0EZ,RCPT-D2C-100376,Aarav Khan,Noida,Paid,Upi,760.50,INR
INV/2026/4377,02/08/2026,order_cgtPwbQvtgLDLW,RCPT-D2C-100377,Diya Khan,Surat,Paid,Upi,1376.90,INR
INV/2026/4378,18/08/2026,order_zDUME4mqwWYdUk,RCPT-D2C-100378,Reyansh Bose,Pune,Paid,Upi,815.43,INR
INV/2026/4379,22/08/2026,order_RhuZte6barEVzL,RCPT-D2C-100379,Anika Sethi,Ahmedabad,Paid,Netbanking,642.83,INR
INV/2026/4380,01/08/2026,order_hYvd2ScKcq1owF,RCPT-D2C-100380,Kabir Sharma,Chennai,Paid,Card,2003.20,INR
INV/2026/4381,12/08/2026,order_WO0SbwZuoGC0pI,RCPT-D2C-100381,Ananya Patel,Noida,Paid,Upi,430.51,INR
INV/2026/4382,11/08/2026,order_uXrrqLbicR6xXg,RCPT-D2C-100382,Myra Rao,Gurugram,Paid,Upi,584.40,INR
INV/2026/4383,23/08/2026,order_tUXgx6rH1xsDYV,RCPT-D2C-100383,Advait Verma,Jaipur,Paid,Upi,1683.66,INR
INV/2026/4384,02/08/2026,order_aAHIAc1edocSB7,RCPT-D2C-100384,Aarav Sethi,Coimbatore,Paid,Upi,554.01,INR
INV/2026/4385,24/08/2026,order_D2do7mhbG0FiEW,RCPT-D2C-100385,Rehan Menon,Indore,Paid,Upi,1804.92,INR
INV/2026/4386,15/08/2026,order_mChSuoHgCvV3L3,RCPT-D2C-100386,Myra Menon,Kochi,Paid,Upi,385.70,INR
INV/2026/4387,08/08/2026,order_lcPMcHMsusvwrE,RCPT-D2C-100387,Diya Reddy,Jaipur,Paid,Wallet,1597.46,INR
INV/2026/4388,05/08/2026,order_gHdW6YCIy8wt5T,RCPT-D2C-100388,Advait Gupta,Indore,Paid,Upi,2466.49,INR
INV/2026/4389,16/08/2026,order_WePU0s8X7SKcBq,RCPT-D2C-100389,Reyansh Das,Kolkata,Paid,Wallet,569.34,INR
INV/2026/4390,03/08/2026,order_cw4IT9cGThiCpv,RCPT-D2C-100390,Vivaan Verma,Chennai,Paid,Upi,410.80,INR
INV/2026/4391,18/08/2026,order_tBEjIktiCu3cgb,RCPT-D2C-100391,Advait Rao,Kolkata,Paid,Card,2754.01,INR
INV/2026/4392,25/08/2026,order_jhGukr74PwxOQq,RCPT-D2C-100392,Diya Sharma,Surat,Paid,Upi,788.76,INR
INV/2026/4393,20/08/2026,order_uwXslLJbmOpTPx,RCPT-D2C-100393,Arjun Sharma,Kolkata,Paid,Upi,886.44,INR
INV/2026/4394,17/08/2026,order_7OhWfMiPLfcJSP,RCPT-D2C-100394,Aarav Verma,Jaipur,Paid,Upi,820.13,INR
INV/2026/4395,23/08/2026,order_OIEaz4s0R0a67O,RCPT-D2C-100395,Reyansh Gupta,Noida,Paid,Upi,394.61,INR
INV/2026/4396,18/08/2026,order_DNmIUsdXBkCX2R,RCPT-D2C-100396,Ananya Verma,Noida,Paid,Upi,1871.86,INR
INV/2026/4397,01/08/2026,order_vbVGKQo3NSR5D1,RCPT-D2C-100397,Advait Menon,Surat,Paid,Upi,1019.88,INR
INV/2026/4398,25/08/2026,order_IfktSsGFtqjZRd,RCPT-D2C-100398,Advait Nair,Chennai,Paid,Upi,1874.33,INR
INV/2026/4399,21/08/2026,order_oS4UmyxaHH3l7m,RCPT-D2C-100399,Aditi Bose,Noida,Paid,Wallet,988.99,INR
INV/2026/4400,20/08/2026,order_nMr2LkUIUhixO4,RCPT-D2C-100400,Arjun Khan,Jaipur,Paid,Card,1588.96,INR
INV/2026/4401,13/08/2026,order_slkXS66fQeTBMc,RCPT-D2C-100401,Vivaan Reddy,Mumbai,Paid,Netbanking,574.03,INR
INV/2026/4402,11/08/2026,order_dF55AD6mrcuh6X,RCPT-D2C-100402,Ananya Das,Pune,Paid,Upi,883.46,INR
INV/2026/4403,07/08/2026,order_EkbTUAiHm1c9S9,RCPT-D2C-100403,Vivaan Bose,Surat,Paid,Card,670.47,INR
INV/2026/4404,10/08/2026,order_j4BLjaBMeUnAie,RCPT-D2C-100404,Anika Menon,Surat,Paid,Upi,1089.22,INR
INV/2026/4405,18/08/2026,order_mY8J8kaVzpUuXr,RCPT-D2C-100405,Kavya Kulkarni,Mumbai,Paid,Upi,1379.21,INR
INV/2026/4406,12/08/2026,order_e0qhpgmWGLsNIF,RCPT-D2C-100406,Diya Iyer,Kolkata,Paid,Upi,1048.91,INR
INV/2026/4407,19/08/2026,order_IvYX5OXCqcHwQq,RCPT-D2C-100407,Diya Verma,Hyderabad,Paid,Upi,968.61,INR
INV/2026/4408,22/08/2026,order_zlaZjEKDuN0nlD,RCPT-D2C-100408,Aarav Bose,Hyderabad,Paid,Upi,332.44,INR
INV/2026/4409,18/08/2026,order_Oj8TSLpa7bLbIQ,RCPT-D2C-100409,Vihaan Reddy,Indore,Paid,Upi,998.77,INR
INV/2026/4410,25/08/2026,order_tkcsQVIhpswmZV,RCPT-D2C-100410,Aditi Khan,Kochi,Paid,Upi,1736.32,INR
INV/2026/4411,01/08/2026,order_eVBC6KhYQLCOkp,RCPT-D2C-100411,Diya Menon,Hyderabad,Paid,Netbanking,1056.30,INR
INV/2026/4412,23/08/2026,order_zH8TY2gMUYW89b,RCPT-D2C-100412,Rehan Verma,Mumbai,Paid,Upi,2687.34,INR
INV/2026/4413,10/08/2026,order_r1cfhgIXP9WIW4,RCPT-D2C-100413,Reyansh Menon,Gurugram,Paid,Wallet,1475.68,INR
INV/2026/4414,19/08/2026,order_icRkLh6WOFCvax,RCPT-D2C-100414,Arjun Sethi,Kochi,Paid,Wallet,1136.93,INR
INV/2026/4415,08/08/2026,order_PYbRvzrpWTbvzL,RCPT-D2C-100415,Ananya Bose,Jaipur,Paid,Upi,1727.62,INR
INV/2026/4416,15/08/2026,order_txpO8AvRYoR5C6,RCPT-D2C-100416,Advait Sharma,Noida,Paid,Upi,467.46,INR
INV/2026/4417,17/08/2026,order_xgdWN5HnFVHpaJ,RCPT-D2C-100417,Anika Patel,Indore,Paid,Netbanking,591.82,INR
INV/2026/4418,16/08/2026,order_mZqbuVd4ZOOrJd,RCPT-D2C-100418,Rehan Reddy,Pune,Paid,Card,1592.79,INR
INV/2026/4419,17/08/2026,order_XbiqriVqX9udfn,RCPT-D2C-100419,Ananya Sharma,Ahmedabad,Paid,Card,465.42,INR
INV/2026/4420,19/08/2026,order_XZdVPPEyV3CRZk,RCPT-D2C-100420,Aarav Gupta,Kolkata,Paid,Upi,724.01,INR
INV/2026/4421,18/08/2026,order_DgFG3TgNcvyymO,RCPT-D2C-100421,Ananya Kulkarni,Mumbai,Paid,Netbanking,446.27,INR
INV/2026/4422,11/08/2026,order_n1cVn1JpuBAYos,RCPT-D2C-100422,Diya Nair,Chennai,Paid,Upi,397.09,INR
INV/2026/4423,19/08/2026,order_BuTO89RISScm4q,RCPT-D2C-100423,Aarav Nair,Surat,Paid,Card,2758.88,INR
INV/2026/4424,21/08/2026,order_NlbG5n7Az73NYj,RCPT-D2C-100424,Anika Sharma,Hyderabad,Paid,Wallet,695.92,INR
INV/2026/4425,08/08/2026,order_cQtuFfTPcpA2GF,RCPT-D2C-100425,Diya Iyer,Jaipur,Paid,Card,590.90,INR
INV/2026/4426,07/08/2026,order_yCDxFG6kGRWKr8,RCPT-D2C-100426,Aditi Bhat,Mumbai,Paid,Upi,446.55,INR
INV/2026/4427,04/08/2026,order_uuJduOOQzVEF6I,RCPT-D2C-100427,Aarav Gupta,Pune,Paid,Upi,590.29,INR
INV/2026/4428,21/08/2026,order_rXXNQhhu8OGmQS,RCPT-D2C-100428,Aarav Reddy,Indore,Paid,Upi,1152.82,INR
INV/2026/4429,03/08/2026,order_fiT5eIMvdm24HV,RCPT-D2C-100429,Anika Das,Surat,Paid,Upi,424.59,INR
INV/2026/4430,21/08/2026,order_bQwAVnJXKcRsne,RCPT-D2C-100430,Kavya Verma,Ahmedabad,Paid,Upi,2375.71,INR
INV/2026/4431,04/08/2026,order_sImofFFJ6AThaL,RCPT-D2C-100431,Ananya Patel,Pune,Paid,Upi,1344.85,INR
INV/2026/4432,06/08/2026,order_ppuzUFDDc86Rj8,RCPT-D2C-100432,Arjun Patel,Mumbai,Paid,Upi,562.38,INR
INV/2026/4433,24/08/2026,order_gRwZxpoInKDn5B,RCPT-D2C-100433,Kabir Iyer,Kochi,Paid,Upi,687.73,INR
INV/2026/4434,04/08/2026,order_vcQ24HaWMlabIa,RCPT-D2C-100434,Aarav Verma,Mumbai,Paid,Upi,706.88,INR
INV/2026/4435,02/08/2026,order_2tAm4mLu5Nw2cM,RCPT-D2C-100435,Kabir Sethi,Noida,Paid,Upi,288.24,INR
INV/2026/4436,11/08/2026,order_yMwhVQ8WCXTDPt,RCPT-D2C-100436,Myra Patel,Kochi,Paid,Upi,512.38,INR
INV/2026/4437,11/08/2026,order_BP8koR63vqDgvc,RCPT-D2C-100437,Kavya Sharma,Indore,Paid,Upi,1483.47,INR
INV/2026/4438,09/08/2026,order_QvCUjR6hCuytxV,RCPT-D2C-100438,Aarav Verma,Noida,Paid,Upi,1211.31,INR
INV/2026/4439,25/08/2026,order_tNayfA7MpEIl2I,RCPT-D2C-100439,Anika Iyer,Coimbatore,Paid,Upi,353.74,INR
INV/2026/4440,18/08/2026,order_3ItL6Nkxmrlt2z,RCPT-D2C-100440,Rehan Sharma,Kochi,Paid,Wallet,1842.85,INR
INV/2026/4441,20/08/2026,order_0Hrw3EqxS1lm2i,RCPT-D2C-100441,Vihaan Reddy,Kolkata,Paid,Card,2526.33,INR
INV/2026/4442,10/08/2026,order_3w3oEDBC2NXwWF,RCPT-D2C-100442,Sara Iyer,Pune,Paid,Card,2201.88,INR
INV/2026/4443,23/08/2026,order_Ijiiz5kuWC7Syg,RCPT-D2C-100443,Kabir Sethi,Kolkata,Paid,Wallet,446.25,INR
INV/2026/4444,11/08/2026,order_8hLOq5HahZJv3x,RCPT-D2C-100444,Rehan Verma,Jaipur,Paid,Upi,255.64,INR
INV/2026/4445,14/08/2026,order_KxFtAn1LPgA1Vy,RCPT-D2C-100445,Ishaan Bhat,Bengaluru,Paid,Upi,800.38,INR
INV/2026/4446,01/08/2026,order_1kIfLDX6SPNx7N,RCPT-D2C-100446,Aditi Gupta,Chennai,Paid,Upi,1561.88,INR
INV/2026/4447,10/08/2026,order_8uBo1spojgGMH6,RCPT-D2C-100447,Anika Verma,Hyderabad,Paid,Upi,404.19,INR
INV/2026/4448,18/08/2026,order_5yhZtQI5uoku7h,RCPT-D2C-100448,Diya Joshi,Surat,Paid,Card,609.83,INR
INV/2026/4449,11/08/2026,order_0d8C0VUgHDcer5,RCPT-D2C-100449,Rehan Sethi,Jaipur,Paid,Upi,680.25,INR
INV/2026/4450,05/08/2026,order_xeFJJBhDkYGc3A,RCPT-D2C-100450,Sara Sharma,Chennai,Paid,Upi,799.01,INR
INV/2026/4451,13/08/2026,order_iNN9Lsth7N9PiJ,RCPT-D2C-100451,Reyansh Khan,Noida,Paid,Upi,761.30,INR
INV/2026/4452,01/08/2026,order_hNaVYGnKMFgesw,RCPT-D2C-100452,Aditi Bhat,Chennai,Paid,Upi,778.04,INR
INV/2026/4453,02/08/2026,order_LOK4yPCmy77dRb,RCPT-D2C-100453,Aditi Khan,Kochi,Paid,Upi,1305.58,INR
INV/2026/4454,06/08/2026,order_Lnd3uMugN6OkWy,RCPT-D2C-100454,Kabir Bhat,Kochi,Paid,Upi,829.53,INR
INV/2026/4455,23/08/2026,order_dYQNzRtiAQGxJ0,RCPT-D2C-100455,Vivaan Khan,Mumbai,Paid,Upi,187.53,INR
INV/2026/4456,13/08/2026,order_c6kJwQSGJMAY8t,RCPT-D2C-100456,Arjun Kulkarni,Surat,Paid,Upi,836.46,INR
INV/2026/4457,09/08/2026,order_DsCuyBL7blpyrR,RCPT-D2C-100457,Ishaan Das,Gurugram,Paid,Card,1556.77,INR
INV/2026/4458,07/08/2026,order_wVVP826c52lfmX,RCPT-D2C-100458,Kabir Iyer,Mumbai,Paid,Upi,1441.88,INR
INV/2026/4459,20/08/2026,order_2DTsyMLMF2JyeE,RCPT-D2C-100459,Rehan Menon,Kochi,Paid,Upi,760.40,INR
INV/2026/4460,05/08/2026,order_qymjMwrVFv1GWt,RCPT-D2C-100460,Vivaan Menon,Kolkata,Paid,Upi,621.31,INR
INV/2026/4461,17/08/2026,order_VjMs4296VMLg62,RCPT-D2C-100461,Arjun Reddy,Mumbai,Paid,Upi,1263.34,INR
INV/2026/4462,04/08/2026,order_uSzrrFcAavMtPj,RCPT-D2C-100462,Myra Kulkarni,Kolkata,Paid,Upi,421.72,INR
INV/2026/4463,14/08/2026,order_kAidod2ANJKfwe,RCPT-D2C-100463,Diya Iyer,Surat,Paid,Upi,1403.89,INR
INV/2026/4464,12/08/2026,order_9On0dwQfz7zDz6,RCPT-D2C-100464,Ishaan Sethi,Bengaluru,Paid,Upi,1183.81,INR
INV/2026/4465,10/08/2026,order_KNqdC2PU8ldzkP,RCPT-D2C-100465,Rehan Rao,Coimbatore,Paid,Upi,1192.46,INR
INV/2026/4466,11/08/2026,order_dWHB2GboIi3Ix7,RCPT-D2C-100466,Advait Sharma,Hyderabad,Paid,Upi,1100.55,INR
INV/2026/4467,13/08/2026,order_UQNVIVXYZzdP8V,RCPT-D2C-100467,Kabir Patel,Ahmedabad,Paid,Upi,387.07,INR
INV/2026/4468,23/08/2026,order_g4EAd82Kk2RKNg,RCPT-D2C-100468,Aditi Menon,Pune,Paid,Upi,1117.50,INR
INV/2026/4469,15/08/2026,order_6ChsWHHPe9nWkv,RCPT-D2C-100469,Vihaan Iyer,Kolkata,Paid,Upi,2850.38,INR
INV/2026/4470,11/08/2026,order_N8ksQdhRHtEacU,RCPT-D2C-100470,Arjun Joshi,Coimbatore,Paid,Upi,527.46,INR
INV/2026/4471,04/08/2026,order_pJmO6vxpqoi84O,RCPT-D2C-100471,Kabir Reddy,Kolkata,Paid,Upi,1983.73,INR
INV/2026/4472,18/08/2026,order_hSUHr3cE05rvQQ,RCPT-D2C-100472,Reyansh Iyer,Bengaluru,Paid,Upi,1463.09,INR
INV/2026/4472-DUP,18/08/2026,order_hSUHr3cE05rvQQ,RCPT-D2C-100472,Reyansh Iyer,Bengaluru,Paid,Upi,1463.09,INR
INV/2026/4473,16/08/2026,order_yxXfuRdKmEaihP,RCPT-D2C-100473,Ishaan Nair,Coimbatore,Paid,Upi,783.90,INR
INV/2026/4474,22/08/2026,order_BCAIZGoW7eycUA,RCPT-D2C-100474,Aarav Kulkarni,Kolkata,Paid,Upi,701.70,INR
INV/2026/4475,22/08/2026,order_AsNRLhFtDAw2Es,RCPT-D2C-100475,Arjun Kulkarni,Kolkata,Paid,Upi,897.20,INR
INV/2026/4476,08/08/2026,order_jkx9Be4cyBMUPe,RCPT-D2C-100476,Anika Das,Mumbai,Paid,Netbanking,1866.65,INR
INV/2026/4477,20/08/2026,order_E1nbn1Mckz7b5E,RCPT-D2C-100477,Anika Reddy,Kochi,Paid,Netbanking,874.07,INR
INV/2026/4478,06/08/2026,order_pXiXotqhZrAqXo,RCPT-D2C-100478,Vivaan Iyer,Coimbatore,Paid,Card,560.96,INR
INV/2026/4479,17/08/2026,order_5fhJSfX2OXQvIb,RCPT-D2C-100479,Vivaan Patel,Mumbai,Paid,Upi,629.74,INR
INV/2026/4480,01/08/2026,order_4VIzntv7tkJXUQ,RCPT-D2C-100480,Ananya Sharma,Hyderabad,Paid,Upi,1507.75,INR
INV/2026/4481,06/08/2026,order_HEeFH3uUdLgL3v,RCPT-D2C-100481,Rehan Verma,Ahmedabad,Paid,Upi,515.28,INR
INV/2026/4482,19/08/2026,order_1LKAd0DMEJmqGP,RCPT-D2C-100482,Kabir Gupta,Chennai,Paid,Upi,896.81,INR
INV/2026/4483,24/08/2026,order_ip4VieEj8a9cQ2,RCPT-D2C-100483,Vihaan Joshi,Gurugram,Paid,Card,2610.20,INR
INV/2026/4484,21/08/2026,order_UcT8hz7kCDJ2xj,RCPT-D2C-100484,Ishaan Sharma,Pune,Paid,Card,984.99,INR
INV/2026/4485,07/08/2026,order_DwbflVbEBq8Cqg,RCPT-D2C-100485,Arjun Patel,Gurugram,Paid,Upi,546.83,INR
INV/2026/4486,14/08/2026,order_YMH3sWAT3aEy1b,RCPT-D2C-100486,Advait Gupta,Surat,Paid,Upi,578.95,INR
INV/2026/4487,14/08/2026,order_GvsjSJDeKI2xKb,RCPT-D2C-100487,Arjun Sharma,Ahmedabad,Paid,Upi,1666.48,INR
INV/2026/4488,09/08/2026,order_EFGWOVwtxWsYXP,RCPT-D2C-100488,Anika Das,Jaipur,Paid,Card,1155.42,INR
INV/2026/4489,17/08/2026,order_F0O3vZzng7AbuO,RCPT-D2C-100489,Arjun Bose,Ahmedabad,Paid,Upi,3004.69,INR
INV/2026/4490,07/08/2026,order_RpZB8nOVgQbpBo,RCPT-D2C-100490,Sara Iyer,Gurugram,Paid,Card,1829.52,INR
INV/2026/4491,25/08/2026,order_7Dn2FLiSIiQ0tr,RCPT-D2C-100491,Myra Sethi,Hyderabad,Paid,Card,990.95,INR
INV/2026/4492,09/08/2026,order_2e8p0E0GlcPGS3,RCPT-D2C-100492,Diya Sharma,Kochi,Paid,Card,1153.53,INR
INV/2026/4493,07/08/2026,order_Gxxht0Ct8mSdwh,RCPT-D2C-100493,Sara Iyer,Mumbai,Paid,Upi,1345.19,INR
INV/2026/4494,17/08/2026,order_EPq3HDIhrr9Euv,RCPT-D2C-100494,Aarav Sharma,Bengaluru,Paid,Card,905.62,INR
INV/2026/4495,03/08/2026,order_MtiRcJqBwjrHyq,RCPT-D2C-100495,Advait Kulkarni,Noida,Paid,Upi,516.58,INR
INV/2026/4496,03/08/2026,order_ILkE8Sx2luSGrD,RCPT-D2C-100496,Ishaan Verma,Kolkata,Paid,Card,830.25,INR
INV/2026/4497,19/08/2026,order_M5NBlsZ3fk6gdX,RCPT-D2C-100497,Rehan Iyer,Gurugram,Paid,Upi,353.03,INR
INV/2026/4498,07/08/2026,order_bx1CcqIlOazpDT,RCPT-D2C-100498,Anika Rao,Indore,Paid,Upi,1267.67,INR
INV/2026/4499,02/08/2026,order_2LOzqKTuW4z6Xh,RCPT-D2C-100499,Rehan Joshi,Surat,Paid,Upi,756.09,INR
